vid,score
x3215vt60p5,0
z3215ygtrxk,0
v321576ryxr,0
e1436t0lw6c,0
s32152ocjck,0
z3215u3bciy,0
y1436wrl0j0,0
m3215f8yxax,0
q3215xy1jxk,0
n3215lcayzp,0
u3215mi8abl,0
f32155dmf2t,1
c321464ovfv,0
u3214ohe1b0,0
p3214dhkc7x,0
q3214lchw9e,0
g3215oi68xk,0
d0744bew80d,0
m32148ivylh,0
t3215ldi0kl,0
x3215tiiohf,0
a3215wy4k5s,0
p3215sz14xk,0
n0035h5z0wv,0
x321502sazb,0
k32158o1ex4,1
j3215tyw4yj,0
z3215c8gmi5,1
d0960l1jleq,1
f3215izlk4s,1
p32153dslio,1
e3215ahqlga,0
h3215yir7sc,1
u321590owj2,1
x3215ppnrzw,0
g32155zpn76,0
a32155ewi48,0
m32150zwmsv,0
h301186xxhq,0
o3215pc83fr,0
h3215gbzspx,1
f321570imne,1
w3215fq2wws,1
z3214kok3ew,1
j3215moiarp,0
c3215deqost,1
a3215gi027t,1
o3215rfre4p,0
d3215cpbjus,1
r0826meb5xp,1
f3215vah2o3,1
d3215bjjy1z,1
r3215cxzq39,0
o3215fpp7yr,0
p3215bjsuqc,1
d3215eb2u5d,0
k32153t87bs,0
n3215jfxbpz,1
w32157empn7,0
i3215kxubt7,1
f3100xpfp32,1
w3215go176c,0
f3215kvyrdt,0
b32156mkxf3,0
g32157k70kj,1
f3215ex6vqb,1
z3215rf71f7,0
f3215lkriot,0
r3215pct8pt,0
o32157y4t5s,0
h3215qf82xh,0
i320186wmms,0
v3215uchhbh,1
k3215s0vjaz,0
i1436qav0aa,0
q3215ftb3wb,1
k3215hloopb,0
a3215pftq19,0
z3215ddysfw,0
w3215t319lo,0
s32158i3xl0,0
o32157zldaz,0
e31627tehrf,0
u3215s46wvs,1
h3215nbpnp9,0
h32158ui10j,0
u32153u90gm,0
i3215x6psmp,1
h3215bbs0m7,0
t3215ywupv4,0
z3215tjc4xw,1
s3215yd5oht,0
j3215legx78,0
o0870t0f1d9,0
p3215e3qs2x,0
j3215g8wwoh,0
r3215ayctfr,1
i3215vnmsyj,0
x3215n17243,1
u3215n6qp1f,0
m3215h6fwcg,1
g32153g57kz,0
a3215o2kjh9,1
y3215ofmgq9,0
g3215rsn7gy,0
w32154xdqer,0
v3215ikhhlw,0
v32155y58sb,0
x3215jzz4jx,1
u3215mm7gfp,0
b3215ud8ovi,0
s3215nbaou9,0
o3215j2hssl,0
n3215aomeg7,0
d3153l2ydg9,1
j32157fv2ud,0
m3215hhc6y6,0
g3215gktwls,0
v3215bqd1cv,0
u32158nbzcz,0
o3215wzl478,0
u321552uvgg,0
b3215wb90ed,0
p32153je9b3,0
p3215lu5mn4,0
c05185yb0vp,0
e32156dp83i,0
e3215n3bivu,0
x3215ddd670,1
j3215rq90n6,0
l3215q5vu59,1
p3215pqk2mo,0
b3215xwyfee,0
n3215dckgav,0
w3215lqogcl,1
u32152cumeh,0
k3201xyg2bx,0
p3215tut5hq,0
d32157bbj7v,1
j3215joimdo,0
d32152hhu9d,0
l3215tdg7dm,0
l3215qszqtb,0
a32153t00zq,1
z3215ca1l53,0
a3215qrgh9m,1
g32151acty4,1
r0877rcd7z5,0
j3215tppxib,0
o3215dqxa0j,0
c3215cb8s8i,1
g32152db34d,1
m3215mxbmdl,1
j3215nvn1ta,1
b3215c05m5d,0
u3215fgmo5q,1
n3215jaijst,0
p32153khmqi,0
f0926zxre05,1
q320139dy2d,0
s3215j9u87j,1
e3215vm4fhb,0
a3215gdpluh,1
z32157397cj,0
a3215325uol,0
a32159hy4rk,0
t3215n41l5p,1
h3215wit8g2,0
m3215xvemj3,0
w32150enz5l,0
i3215y12non,0
x3213vysdbm,1
p3215kbchak,0
c3215mcmt9c,0
b32158kx558,0
l0035cp70k0,0
f3215tdpnw4,0
j3215zwv5yi,0
c3215yxch44,0
w3215wl9ty6,0
q3049bpz18p,0
x3215tm25j7,0
n3215g6itac,0
h3215j453x1,0
m32157elrcc,0
b3215ngalay,0
j3215l9adhg,0
w32159vyaax,0
c3215vq0dka,0
i3215gi70dh,0
c32154cegnz,0
p3077iwcj3b,0
o3215nsa7gb,0
o3215t01vco,1
u3215et1e4e,1
o3215zvd2jb,0
l3215m4qs6e,0
z3215i0tbhy,0
m143684na4e,0
y1436pidusd,0
k3215cjsr78,0
a321590bzr8,1
o32014b18wy,0
j32157gj6ry,0
g3215tiwoed,0
q3215kfcl4k,0
q3215jfki0u,0
g32152rsr9r,0
v3215j53nnr,0
i3215dvmgms,1
h32155ecx53,0
h3215pnq7yj,1
i0035vpwbhp,0
b0501pska9j,0
j32158l94gg,0
a3215gfhu1t,0
p3215euzky0,1
z321523xzqx,0
e32150skp0p,1
n3215s34hd2,0
m32152jrn8m,0
y32153uolph,1
q3215lhvmlo,1
p32156vqbtt,0
e07514z7bib,0
r3215qjxz72,0
k32153m20gv,1
a3215ecdx4d,0
v3215blpgra,1
x3215sixvwo,1
b3215aa5k6b,1
u32151d2lvq,0
y32157j0urq,0
f3215ptsszl,0
j3215405tbw,0
g3200hormep,0
p3215i4w9gg,0
z3215zi9gpl,0
q3215dijfdu,0
y3215cvotwb,1
k3215wilh2f,1
m3215iomwrx,0
p3215hf9as3,0
k32150rpf6z,0
z3215svrvvt,0
a3215vr0fh2,0
k0746w2mdrr,0
u32152ec3s5,0
z3215t8zyvx,0
j3215zso8jj,0
f321532wq9m,0
t3215fijwa8,1
j3215zp96nw,0
n3215u71p6l,0
i3215pwcpd3,0
b3215o3h9tp,0
l3215gzgo53,0
c3200l57k7g,0
b3215j9lmaf,0
a3215bas7no,1
i3215vsv9su,0
o3215q40fky,1
t3215tfq76a,0
g3215lcoxjo,0
t3215vugs6v,0
w3215d9ua4v,0
d3215x4teht,0
k3215alha17,0
e09626mcsze,0
s3201nogho5,0
u3215cyzd02,0
x3215x7l43g,0
o32151vk1gh,0
k32153nyrn7,0
b3215z6hgle,0
m32158n0ysp,0
i32152c6qqo,0
z3215cj8np2,0
s3215av475e,1
r3215m7u3af,0
m3200o761cb,0
n32159wsred,0
o321522y3hc,0
o321534y860,0
i321518zmbv,0
n3215ishur5,0
l3215eg3ar1,0
q3215h1pycg,0
n32154n5h6q,0
i3215t15o6b,0
y3215bub8pm,0
h3215gabr86,0
c32154l3mms,0
e3215wvm5c7,0
z3215yzkvhh,0
g3215z01d6u,0
l32155s42go,0
r32154i3f88,0
a3215fafvac,0
w32158b2n5x,1
l3215szb6f5,0
a0953k561kr,1
v3215yzjjze,1
b321585nb5t,0
i3215v26jy6,1
l3215djua08,1
g3215p5n85m,0
n3215aypwuj,0
m3215rh704v,1
c3215w545d8,1
z3215x0slv3,1
j3215spapqj,1
l3068qkn9rt,1
g3215lj7zh3,0
g32159vt9k5,0
c32159qgq7l,0
d3215oah213,0
l3215nqnpi2,0
i32158dccjz,0
i3215kvzu0x,0
b321517sdfb,1
y3215k1itbi,0
n32153vivi1,1
i32001l2lyd,0
m3215sdaoxe,1
v3215upsv4n,0
g3215szcdwp,0
c3215eqyo9a,0
k3215ur4u3v,0
s3215s04cfi,0
x3215ips23e,1
u32150fewi6,0
d3215fd45z7,0
a32156l19nm,1
p3200ls4u8z,0
q3215ocoo8y,0
z3215us6hpx,1
q3215p67788,0
j32152ylppl,0
m3215fna188,0
y3215476c5p,0
w3215rlqy94,0
l3215cj0gbp,1
m3215g5p342,1
c321548bf4e,0
m3036bajp7h,0
j3215fxje1o,0
s3215ofdf4r,1
o32158hjwq1,0
i3215largtw,0
y3215i5sucn,0
y3215sfsyuo,0
a3215xcwnf4,0
l3215gxdv33,0
v3215ex4cbb,0
a3215uo8std,0
q3200xc465z,0
q3215gdm4k8,1
d32150er2t4,0
w3215xabgkx,0
p321502t3lk,0
w3215n8b4sb,1
z321548rhpf,1
o3215xzl9wu,1
k3215ya22xn,0
s3215svw38z,0
h32154q1zh5,1
c0679z0946s,1
y3215re1tkx,0
z3215mtygd6,0
o3215f9ewyc,1
y3215hpphvt,1
c32159bmibk,0
w3215vfnrpk,1
c3215ytvqvu,1
x3215ybdcob,1
c3215vk55zp,1
u3215dxbwhr,1
g3128ih7cj6,0
m3200hl86jf,0
d3215n2jg4c,0
a32150vxt4i,0
z3215yi0wuy,0
k3215qhh7ro,0
z321504rzoz,0
a3215mqcv4n,1
l3215j3b847,0
j321508fenj,0
p3215zs6obm,0
b321589szi8,0
i3200hz02ae,1
w32151qmkca,0
h32151meoit,0
r3215gd0mrp,1
m3215gf0i3g,1
k3215iq5aew,1
v3215ocaw3v,1
m3215r6gfqz,0
o3215ra2u02,0
i3215ab21mc,1
t3215v3q0ro,1
j0607so07x9,0
o32158p2lny,0
e321519dpzl,0
g32155d73er,0
m3215jlf3lc,0
e3215ahhha3,0
c3215qctlk2,0
f32158dbimi,1
n3215eic9pq,0
v3215xv8yub,1
h321521m6vg,1
l3200ksh2y4,0
b3215w54oac,0
t3215w6nmiu,0
l321528j49s,0
f3215xccjib,0
k321504g29q,0
y3215vjmmq1,0
w3215hpglqk,0
b3215dqha5x,1
a3215pkflym,0
c3162i791qw,0
g3215wahcrf,0
e3215fmbt0j,0
f3215ct811z,0
x321577nlzb,0
b32151cixij,0
y3215jm2fim,1
i3215pvl6na,1
l32154l6ibm,1
w32154r7tet,1
b3215wymdby,0
g3200rcb3n8,0
m3215voofhq,1
e3215u7kn8u,1
k3215edsllp,0
h0035xtk0wf,1
a32157rcw7n,1
k3215hmgbdo,0
w32154wbynd,1
b32151s0d3g,0
d3215tev0tt,0
j3215h89k0o,0
t3200n21lq6,0
k3215lygatr,0
f3215ospl69,1
i0035kjl1ht,0
z321502u686,1
n3215oome7c,1
a3215ebr431,2
x3215w10eng,0
v32159btova,0
r3215gihjsk,1
t3215925ph5,0
d0676s82gze,0
v32158tnv92,0
o3215uoul7q,1
a3215d976z5,0
d3215xtezbq,0
h3215wrwi9o,1
j3215s4y0ao,1
d3215ie02xw,1
z3214c7pztp,0
g32147e921w,1
t32153oxnot,1
l3200k0z94t,0
t3215tr1riu,0
o3215mlx9nu,0
k3215wp9407,0
f3215cjflmr,1
z3215izxqlj,0
e32156rc13n,1
y3215huribt,1
o3215ir1qfd,0
d3215fqvnwq,0
v32151wzuft,0
t3215wbjg27,0
k3215t5wqzw,0
w3215z2cebd,0
s3215ldc5vg,1
p3215uclial,0
c321508ru63,0
c0035943dp2,0
j3215glyxbg,0
s3215uagomw,0
q3215upcozl,0
b3212oock0w,1
n30475hihxs,0
w3215h26pe3,1
u3215isclla,0
g3215k98wvi,0
n32159zeeen,0
v3215lhpoos,0
p3215av9j8o,0
b3215yovfrp,1
i321505qfd5,0
c3215nusd43,1
f3215a021cg,1
l32158vy8fs,0
b3215u6z8c9,1
e32151h6t7g,0
r321511l798,0
o3215dzvexf,1
z3215e3smo4,0
m1436pzfsnd,0
h3215n5yall,1
e32159mpxpr,1
g3215hun99q,0
t3164d4o5ua,1
y321586t7ga,0
y3215toqcr6,0
x3215qgk9tr,0
l3215zfyuxj,0
k3215x0xc3o,0
c3215gi7x2g,0
r32158rxg4y,1
a3215yhpf3h,0
c3215vwj1bo,0
k3215ids9vc,0
p32007aq49g,0
q3215qunvb4,0
q3215w2zu7i,0
m3215gfw12l,0
z32155hdzhg,0
t3215402bxl,0
e0035f3xirf,0
q321581rda5,1
z3215dqkjqe,0
i3215y51u88,0
m3215yldum1,0
d3215hnl9qo,0
f3215rm5nne,1
g3215iofm5b,0
f3215y2l2h1,0
v3215v0qcht,0
g3215r4plua,0
k32150qdn7a,0
p3215ktsv74,0
m3215onipau,0
n0035hqnqro,0
d1436ozsdun,0
b3215hee4wp,0
u3215njdtvq,0
e32157w78if,0
e32158tzg2a,1
j003574vojx,0
a3215lct0xk,0
k32151o5m4q,0
y32151m9ap0,0
z32151e3wwl,1
c0362tj0oi3,1
o3215gi7xlf,0
m321521yiux,0
y3215q9dx4x,0
a3215zox9s5,1
e1436aaomkv,0
m321511qtpa,0
x3215h9f5e6,0
t3215eo2qiy,0
p3215eev3rw,0
b3215uemev8,0
b0521h7berd,0
f3215o09kze,0
w3215qframi,0
a3215vmpt6z,0
r3215d9bzt3,0
c32151c0ytj,0
y32158gmqii,0
v3214o76s7c,0
n3215qw27ig,0
n3215ev5y62,0
b0371drs100,0
r3215qfsqm1,1
t3215rpulme,0
n3215n5zaw6,1
c3215utlil8,0
d32151cqfk7,0
j3215bjdpfz,0
v3215fdx12n,0
b32148k6xzk,1
x32145ehxno,1
a3214cwiy6g,1
b3124krj7yb,1
r3214jgivbn,0
e3215qmcvgk,0
y3215mncozz,1
b32156wdpng,0
h3215sfgcx9,0
o32155jya08,1
a32151rgc0m,0
e3215haojig,1
i3215crzjqq,1
t321542m5yt,1
m3214fbjkr9,1
a3165eshyk9,1
u3215kaa7y2,0
h0035jnj12w,0
w32154jlxm3,1
j3215ddrajn,0
d3215gj58iw,1
c321580kh7a,0
i3215umtrga,0
g3215o6ueun,0
r32157h62ww,1
m32153egcj1,1
i3215ij3uba,0
d0035j4trid,0
p321585tsnd,0
d3215ioplor,0
a3215hhxmyv,0
b0035l68en8,0
z3215l533n4,0
h3215c0mojs,0
r3215c5c9uc,0
n32156idlsv,0
y3200uf8ejq,1
r3215hm4emg,0
h3215e5ehbb,1
f3215g0xzih,0
o32154z4m6a,1
o3215lf6eti,0
i3215x5ogzj,0
f3215c3vl0n,0
c3215q1r5ju,1
l3215lga71a,0
j3215j9087e,0
u3151vr0ww0,0
m32159dyrls,0
b3215mo3hwl,1
b3215awi8yo,0
a3215861nwk,1
h3215vaqf9u,1
g3215u3pqsm,1
f321526yqgg,1
b3215z8hgwd,0
u3215ng6s4f,1
i3215ibohrj,1
o32009v97qm,0
o3215sjgd1r,0
v3215w3eev5,1
y32156r5lit,1
i32155osnt2,0
v3215zofr2m,0
x3215jpgd5k,0
j3215h8a2rv,1
c00350wokmj,0
l3215t3t7ci,0
a3215208ezj,1
g31657bayqj,0
z3215ipkdn1,0
s3215m5918q,0
n3215a6oem7,1
s3215u7j32h,0
i3214fa1y13,0
d32153snsx2,0
c3215mlccfg,1
e3215cr6864,0
c3215wgrygl,1
f3215yzlp3j,1
q320033lyq1,0
d32155z0t7a,0
x3215adrrxk,0
g3215xbu67u,0
s3215s97oyg,0
a3215bfjfc4,0
d3215nop2a7,1
o32154c44e3,1
c3215lscpho,0
a3215656b3c,0
f3215e9mwt3,0
f0837d9m5rz,0
f3215i6sq3g,1
s3215rl07hz,0
f3215c418vc,0
g3215hynl9d,0
j32153hyiqk,0
n3214m7unf1,0
i0035n16ok1,1
p3215gtsvwg,1
q3215dvwhrb,0
h3214yljuqj,0
a0974bd4kcu,1
r32147lxcz8,1
y3214dufu8q,0
u3215qgxj9f,0
m3215kf8012,0
g3215gdkq44,1
w143677ad29,0
d321589ppgz,1
s3215nuf1ud,0
g3215kbyjaw,1
k3215999zk0,0
b0937ak14ao,1
h3215syo438,0
k32156bfslt,1
m3215zr1893,0
b32151h4ul2,0
y3215s8rvqs,0
u321545tsnm,0
x3215pr1kvx,0
v32140xfqvv,0
g3214nkyu9t,0
e3215a4xp98,1
b0522ucl467,1
v3215hmbwb9,0
g3215odt3lj,1
y3215rl0jo0,1
u3215tjsh5a,0
t1436jr7n32,0
i3215yre9ru,1
n32153w0u5a,0
b3214ire467,0
d32151banv9,0
l3215p8an1h,0
f0704ose3ls,0
q321528c4fv,1
p3214hlaj96,0
k3214miihdw,0
s3214xmowht,0
n3214wdxk1r,0
l3214slov41,1
s3214dei5wh,0
u32146bggv4,0
p3214p5yome,0
g3214u85y4h,0
n0601891h2e,0
m3214kzxam5,1
p3214lael4m,0
a32149iy0zb,1
j3214hzvwm1,0
v32143pvmv0,0
w3214cp47nm,0
t3214mnk548,0
s0035sl8rli,0
e3214f6mych,1
t3214bn6fne,0
z3162rv16zp,0
u3214eoagr8,0
j32147er30r,0
f3214lnx6s4,0
d32145rx1ts,1
c3214qg0usp,0
c32133t2c87,0
p3214uftrmd,0
l3214mp5wl8,0
t3214jinoww,0
v3214r2nofc,0
h3163ohpyzj,0
q32143zjjh3,0
p3214oz0tzf,0
t3214ldqcta,0
u3214oylz1w,0
q32148mkvlt,0
n32147zcoro,0
u3214weslu9,0
h3214texsy9,0
f3214dlvzop,0
u3214bwvv4l,0
k31603qb0he,0
y3214xi5jqd,0
m3214l10vk2,0
e3214uxxwzt,0
f3214upeuvl,1
u32149ic2lj,0
y00351mrhky,1
r3214p3qut8,1
m3214acun43,0
z3214vih4a1,1
y3214it944a,0
h0504fsxzxw,0
p3214tjathi,0
h3214nlfcrj,0
k3214ojhrw2,0
z3214s2pwhv,0
x32140ghlyr,0
a32147t6v06,0
g3214i19gii,1
a0035107y2y,0
x3214yh9nr5,0
g3214x522iz,0
b0542tdose6,1
w3214ts60cu,1
u3214qic32q,0
c0035g1lifl,0
o32147isdsa,0
p321498x2w0,0
b32149ndsia,1
z3214f120ca,0
e3214fkgmnt,0
h3214pqaih7,0
b31561f0j0s,0
c3214ahlcqk,0
e3214ivpldh,0
x3214bvlgaj,0
b3214j5vr19,0
g3214cws4nr,0
z3214ix8z6k,0
w3214c3ortx,0
n3214kna048,0
n32145yb2w3,0
f32146reso4,0
k06914ghpg1,0
f3214bl12g2,0
n3214io7av0,0
b3214yye9wa,1
o3214uoj41y,0
u3214air73v,1
w3214jmkhgc,1
y3214xn1v7p,0
e3214z3uf0z,0
h3214cfus3p,1
s32146ll8mr,0
g3165693s7j,1
a0974o7hita,1
m3214ka5s7n,1
l32144oxl2k,0
l3214l0hj7x,1
z3214hi3z01,0
s32142rcrvc,0
r0035dkqdsf,0
j3214o98q9b,0
s3214w6x4fy,1
v3214njz8nu,0
b3214fjj3fk,0
a3221pn6pwq,1
d32147ftmv9,1
d3214tgp8ji,0
f3214v3etdl,0
u3214xudghb,0
g3214vv7g1o,0
f3214hn2jm6,1
g3214hqbwtr,0
c3214i7gei3,1
l3214q8lwrs,0
q3214x1qouu,0
k0035pmyxs1,1
r3214cg3yut,0
c3214z2fgdl,0
o3214ao0hn5,0
e32148159pd,0
c3214nzcj48,0
v3214scdo1x,1
o3214t9wy0l,0
n3214bfs01n,0
m3214fk2a6y,0
l321452vgcz,0
u3221pvot8g,0
t3214lwoust,0
g3214bxwvmt,0
v3214817rtl,0
o3214aaclj8,0
v32148ez7fw,1
x3214q9y756,1
v3214dq2u72,0
d321410hc96,0
h32146mtt6o,0
z32146vbjfj,0
r3221yfurmq,0
b3214x3mx14,0
m0035i432qx,0
m321486muy1,1
j321425280b,0
o3214abw0r8,0
i3214qurpsi,0
g32145qm8q3,0
m0035j1dkvm,0
n00350l810h,0
e321430n2p2,0
z32217ujl8y,1
d3214gwo0af,0
r32148wva9z,1
q3214q9lhhi,0
w32149a3bkd,1
e321449mq0k,0
a32133eme3x,0
s3214x296o0,0
m3214iep2d1,0
a32148zl013,0
j3214llpzpm,0
s3221dzjsrw,1
e3214ngmu6f,0
g3214eyryjp,0
b32143s6czy,0
n3214lb2xzk,1
m3214g84rnt,0
d3214kp208t,1
p32148ttwue,1
z3214l0svym,0
w3214lqx2hk,0
j3214ubbjnf,1
a3221sv3hac,0
z321401q5uo,0
b32142rzf24,0
f3214isn1iq,1
o3214wjsqvd,1
d3214af9it5,1
w3214aodp01,1
r3214n05e6i,0
k3213szqkul,0
y3214jgxpv1,0
b3214bnfx8w,0
i3221jtq6jy,0
o32149i4hre,1
s3214h2xpdo,0
x3214pgi8ym,0
l32146tcxep,0
e32145uds3o,1
c32143gaizx,0
h3214ahs1hg,0
r0035lipgww,0
t3214x08vt0,0
s32147t5ylr,0
s32210hn60z,0
u3214li5ly5,1
h3214srl9mh,0
m3214vit4f0,0
f1436wr8ptv,0
h3214dlrjjz,1
b32147esnuc,0
p14362ji5mu,0
l3214ivrd0j,0
c0035row96x,1
h3214ruf61v,1
c3071i0sdeu,0
w315735ye8p,1
s32210wx5gp,1
e3214yi6ljl,0
r3214lmjuc7,0
w32142f1twk,0
f3214fl1vcc,0
y32148lptmv,0
m3214czscbw,0
y32145lkfbo,0
l3214r2p3x9,1
s3214siq9mb,0
h3214a14pw1,0
x3221kumojc,1
a3214hwn2l5,1
h3214ww9olf,0
g32140gfwq4,0
q3214cvop9b,0
g32145189aw,0
m3214cdiyc4,0
r3214ofm6l5,0
y3214p690uv,0
g3214r46fk0,0
b321452eekq,1
i3221dqdl28,0
c32140sg51k,0
l3214gbck2q,0
q3214lca0jw,0
g3214xeerw8,0
f3214hvtldb,0
i3214fr4jnq,0
b3214p2ygbw,0
u3214m2twaj,0
g3214xvneg6,1
d32148cquv9,1
l3221yque93,0
v32141jjor8,0
v3214p5isaa,0
k3214dcdnbe,1
q321419ekr7,1
u32141wx38y,0
q3214b7q900,0
d32145yf55v,1
f3214vpxn2t,1
p32140jdsmk,1
m3214db2sih,1
q32212h2xnj,0
a3214zmt1ly,1
a3214cl6ani,0
o3214j4eia8,0
h3214ow9gh7,0
q32144uv1hu,0
f32144fyc3u,0
o321412mnz0,0
a32143pomz2,0
z32142p50w1,1
m321457mt3t,0
m3221pc3tx1,1
p3214lu2s35,1
b321470lnac,1
g3214fm8ek9,0
h32146mciv5,0
s32145s572h,0
x3214oj9hiu,0
q32140s4d75,1
p32143a0z5c,0
z32138585s5,0
l3214ikp82z,1
o322121h7yv,0
s3214gkogkf,1
t32145o5ey0,1
v3214ol7zav,1
w32146qzn23,1
p3214mqe6c4,0
v3214or7629,0
e3214arwysx,0
b3214jc03o9,1
y3214izrgii,0
t3214h4v3rx,1
d3221ocopuf,0
l3214h86fmo,0
z3214taoapr,0
u3214r7x4hd,0
k32146i3j5b,0
o32145vigxd,0
f3214aipmjy,0
k32140zcvns,0
v3214rs86vj,1
h3214t7m6s0,0
f32144wyhe6,1
k3221wtl95n,1
m3214rlfkkr,0
s3214fdjeah,1
s32146ce2qy,1
m3214mswm0w,0
o32141uqpyn,1
w32144dehun,0
t3214dddpsf,1
z3214cc6ob7,1
g3214xtsezx,0
o3214f3cjrb,0
w32211uyv0p,1
d321492ynz5,0
z3214ey58la,0
a3214n050mb,1
m3214dp6r9q,1
p3214ymufgr,1
z3214066hdv,0
e3214l0tcdj,1
g32144uhzac,0
f3214dznf2i,0
n3214lq44lz,0
l321660xoiq,1
y3221i51whz,0
i32142fgjvi,0
a3214ognttf,1
y3214ev8e29,2
g3214fw30k5,0
b321460p54a,0
h3214djm57b,1
d32146yzltt,1
c3214ztu78x,0
d0035uja4db,0
m3214odgh1k,0
j32217l9c9s,0
p3214x4miwp,0
l3214n1jvta,0
e32141s44c6,1
p32140yfhcp,1
s32143mdh8z,0
e32148nzk31,0
a3214oswf5f,0
v3214ykywrc,1
a3214yyktq2,0
u32140t61mz,0
e3221cdtu9d,0
n32144vui5f,0
u32145nxvv5,0
y3214y08ozq,1
z3214fvbu0e,0
j3214j0ba0r,0
p3214h42jvu,0
y32146d8qs0,1
a3214vz9dvx,1
l32148qqxgp,1
g32143qbjjm,1
n322181us11,1
d3214mzh9dk,1
z32143eiw9n,0
a32147r3mrj,1
r3214l256it,0
a3214fxoux8,0
u32147a0f37,1
j3214h0flx6,0
k32145fjjg1,0
y3214rpjisj,0
m32142mwuem,0
i00354j1xsy,0
q3214un2iqu,0
j3214ab1fh5,1
l3214201wm9,0
u32147oucpi,0
j3214zk9pqs,0
o3214k80nh3,1
t3214m0k3qi,0
e3214fwz5gb,0
s3214b84i4e,0
k003569dm8a,0
j3221iwsqqh,1
d3214emevrx,0
g3214z6zxmm,0
i32149uwfrd,0
d3214zquvom,1
v3214itz3f8,0
n32148hvd2u,0
z3214bi0z4y,0
c3214diws1s,0
u321491o64b,1
z3214xwmxx6,0
k3221z2qsk2,0
h3214z5oojk,1
i32142c2y6l,0
y3214vpvo94,0
r3214ad4tle,0
d3214fey4xl,1
q3214v6aay0,0
y321417s3gb,0
s3214v73y1s,0
o3214z8s0zl,0
w3214xs2vyi,1
y322199zngj,1
f321444rnqs,0
i3214h13xvf,1
k3214gjo34w,0
o32144wvz24,0
b3214cy3tz0,1
l32143jdd5p,0
q3214lpu6x3,0
d32143eock4,0
n32140dt51m,0
l3214y4ku1f,0
l32214zv8uh,1
e3214qch2kk,0
r3214qxi65k,0
r3214i9kmg8,0
s3214fmqd34,0
v32142dd445,0
i3214085vb1,0
e3214st4qe6,0
r3214rs573k,0
a3214raix3v,0
f321443hqay,1
s3221ur749i,1
p3214y0udmd,0
c3214yxslkh,1
d3214326i0t,0
y32140x6v42,0
e3213efslwy,0
g3213dp5vjt,0
e3214w3kxmx,1
m0035vtlyjp,0
b3214uea2q3,1
r3214et2lfo,0
j32149krlwf,1
y32219dagiz,1
g32140k1bou,1
q3214160mpm,1
r3214nwoayd,1
o3214nd3wzg,0
c3214l8rfwf,1
n3214ga6b0t,0
w3214v98abx,1
y00355kjeqc,0
j3214moshpt,0
t32144ry1r0,0
h3221x3mzs3,0
r3214wd2rk4,0
f32131ig1s3,0
i32140lfr10,0
q3214dv7eg4,0
o3214bwif3c,0
g3214emoeos,0
o32144vgxa8,0
z3214bqvgtq,0
r3214ls6vv9,0
k3214meo3j9,1
r3214xm1a1g,0
k32143ja79k,0
n321443x9ea,1
g3214dma4cq,0
k3214mzf4on,0
b3214ofe29q,1
z3214s6vohg,1
t321413r50f,1
f3214eev5dd,0
b3214snim8t,0
g32214lzxxl,0
o32143qhw1p,0
h32149qyt06,0
i3214hrp8zs,0
r3214gm87f0,0
f3214y2lhi3,1
u3214guuc03,0
r32148s9wn9,0
k3214khobfz,0
j3214nqsebj,1
j3214b5gv0s,1
s32213er55e,0
x321418tkj6,1
h3214wfltg2,0
r3214c1m3rl,0
n32146phiz5,0
o3214rb2dpn,1
a3214eej8ka,1
h3214c1mrrm,1
a32148nodnl,0
k3214gnyswr,0
f3214nhcfrq,0
n32211axcv4,1
v3214f65rgi,0
r321432sba1,0
m3214voe1n8,0
e3214surqfu,1
a3214py9axp,0
p32145s8w5g,1
f32149siviq,1
v3214g25iyt,0
h3214il62qo,0
s3214ebhhfy,1
o3221uuae1g,0
f3214flzg69,0
w3214kb72v5,0
u3214vupyqy,0
b3214nmzopp,0
s32141peshs,0
l321447yr41,1
w3214g3o5ya,0
d3214115701,1
z3214qvdalc,0
i3214pytaey,0
j3221r7msa2,0
g32149i92p0,0
m3214zktop0,1
m3214a9xtu0,0
c3214etywth,0
y3214swi3o7,0
f3214f46mfg,0
y3214uzcsxo,1
f3214vmwz7z,0
y32142onx4c,0
q3214h3rk5t,0
j3221aepqrs,0
s3214uiqwma,0
l3214e15w5w,1
f3214tcja6a,1
x3214a52ocj,1
f3214vl2l6b,0
v3214tsowid,1
b3214p83d7u,1
x32144ukt51,0
r3214q4rn82,1
e3214tgbrhs,0
a3221khf350,0
l3214nnmdi2,0
z3214h6pr5t,1
i3214lkamsb,0
l32146dbakr,0
o32142cxl5d,0
m3214xh5dka,0
r3214ws03oh,1
r32146nln5v,1
q3214k0rakz,0
w32142taijs,1
u3214cj0nza,1
s3221o4zx2g,0
p3214lz6x0b,1
z3214fh18xo,1
e32149i3mpk,0
p3214imt6wb,0
q3214km7841,1
s3214ppojvj,1
y3214gorx2v,0
u3214838e0l,1
a3214fa9d6m,0
j3214wen8uv,1
k3221msz12v,0
p3214fq76fp,1
q3214ywdf85,1
x3214bjl8ry,1
c3214d0ve78,1
w32142gjdls,0
k3214dkb006,0
s3214k06g57,0
e3214aha6n0,0
z00352xs5gm,0
f3214z8dnss,1
v3221gmjihu,0
o3214mtmuns,1
n3214qk4gfk,0
h3214udreft,0
l3214dbc1f1,1
z3214v9aio4,1
t3214m71gxo,0
a321471v7m9,1
s3214064lwc,1
f32140ak2n8,0
f3214wnh54v,1
x3221rahuit,0
e3214uwu1oy,0
